loan_amount,repaid_amount,days,number_of_loans,Bucket
99,99,0,2,Active
365,265,0,2,Active
342,342,0,6,Active
365,365,0,6,Active
257,257,0,6,Active
535,535,0,6,Active
420,420,0,6,Active
1550,1550,0,11,Active
477,477,0,11,Active
823,823,0,11,Active
197,197,0,11,Active
236,236,0,11,Active
1650,1650,0,11,Active
1212,1212,0,11,Active
1358,1358,0,11,Active
1100,1100,0,11,Active
2050,2050,0,11,Active
236,236,0,5,Active
1550,1550,0,5,Active
2050,2050,0,5,Active
1100,1100,0,5,Active
230,1480,294,3,Write Off
924,924,0,3,Active
2550,2550,0,6,Active
850,850,0,6,Active
1550,1550,0,6,Active
236,236,0,6,Active
2050,2050,0,6,Active
2230,2230,0,13,Active
2730,2789,7,13,Active
1906,1906,0,13,Active
1938,3278,147,13,Write Off
2115,2115,0,13,Active
230,230,0,13,Active
1190,1190,0,13,Active
2380,2380,0,13,Active
2402,15318,28,13,Active
230,230,7,13,Active
5191,5191,0,13,Active
230,230,0,13,Active
236,0,203,1,Write Off
230,230,0,18,Active
2105,2105,0,18,Active
2615,2615,0,18,Active
2597,2597,0,18,Active
2500,2500,0,18,Active
5018,5018,0,18,Active
2851,2851,0,18,Active
2618,2618,0,18,Active
2537,2537,0,18,Active
2310,2310,0,18,Active
4121,4121,0,18,Active
1310,1310,0,18,Active
2400,4398,7,18,Active
4750,4750,0,18,Active
50,50,0,18,Active
2115,2115,0,18,Active
2396,2396,0,18,Active
365,0,21,1,Active
365,365,0,7,Active
2550,2550,0,7,Active
1000,1000,0,7,Active
1500,1500,0,7,Active
2550,2550,0,7,Active
2025,2025,0,7,Active
1691,13660,14,9,Active
4115,4115,0,9,Active
2115,2115,0,9,Active
3615,10429,266,9,Write Off
5115,10823,7,9,Active
1521,1521,0,9,Active
1919,1919,0,9,Active
2654,6397,14,9,Active
1115,1115,0,9,Active
389,389,0,16,Active
57,57,0,16,Active
100,100,0,16,Active
50,50,0,16,Active
118,118,0,16,Active
100,100,0,16,Active
3094,3277,28,16,Active
600,600,0,16,Active
615,615,0,16,Active
1615,1615,0,16,Active
57,57,0,16,Active
854,854,0,16,Active
1615,1615,0,16,Active
100,100,0,16,Active
50,50,0,16,Active
0,0,0,16,Active
526,526,0,4,Active
501,1524,14,4,Active
236,534,14,4,Active
236,236,0,7,Active
830,3175,14,7,Active
1350,1849,21,7,Active
2500,2500,14,7,Active
1274,1274,0,7,Active
2050,2050,0,7,Active
2089,2089,0,11,Active
2347,2347,0,11,Active
2407,4687,7,11,Active
2900,2900,0,11,Active
365,321,0,11,Active
593,593,0,11,Active
2380,2380,0,11,Active
483,483,0,11,Active
2050,2050,0,11,Active
1300,1300,0,11,Active
1850,2716,7,11,Active
290,290,0,15,Active
550,550,0,15,Active
2550,2550,0,15,Active
3600,3600,0,15,Active
3050,3050,0,15,Active
2050,2050,0,15,Active
2155,2155,0,15,Active
236,236,0,15,Active
1350,1350,0,15,Active
1000,1000,0,15,Active
2549,2549,0,15,Active
1550,1550,0,15,Active
1100,1100,0,15,Active
2216,2216,0,15,Active
365,0,63,1,Default
766,841,14,4,Active
365,437,14,4,Active
976,1184,7,4,Active
57,57,0,19,Active
115,115,0,19,Active
100,100,0,19,Active
57,57,0,19,Active
230,230,0,19,Active
115,115,0,19,Active
352,352,0,19,Active
57,57,0,19,Active
115,115,0,19,Active
230,230,0,19,Active
0,0,0,19,Active
57,57,0,19,Active
57,57,0,19,Active
57,57,0,19,Active
3,3,0,19,Active
57,57,0,19,Active
351,351,0,19,Active
0,0,0,19,Active
2420,2420,0,8,Active
725,725,0,8,Active
1669,1669,0,8,Active
365,365,0,8,Active
253,253,0,8,Active
506,506,7,8,Active
2038,2038,0,8,Active
980,980,0,11,Active
350,350,0,11,Active
236,236,0,11,Active
1750,1750,0,11,Active
1250,1250,0,11,Active
2100,2100,0,11,Active
2800,2800,0,11,Active
2000,2000,0,11,Active
2550,4119,7,11,Active
1150,1150,0,11,Active
365,365,0,9,Active
1550,1550,0,9,Active
2050,2050,0,9,Active
2750,2774,21,9,Active
800,883,7,9,Active
1716,1716,0,9,Active
550,550,0,9,Active
1550,1550,0,9,Active
413,413,0,30,Active
1498,1498,0,30,Active
2550,2550,0,30,Active
4721,4721,0,30,Active
1580,1580,0,30,Active
2050,2050,0,30,Active
4308,4308,0,30,Active
2485,2485,0,30,Active
161,161,0,30,Active
5115,5115,0,30,Active
3015,3015,0,30,Active
1800,1844,7,30,Active
975,975,0,30,Active
230,1575,21,30,Active
610,610,0,30,Active
4630,4630,0,30,Active
1300,1300,0,30,Active
2490,4828,7,30,Active
4618,4618,0,30,Active
2550,2550,0,30,Active
2505,2505,0,30,Active
2000,2000,0,30,Active
2950,2950,0,30,Active
2550,4489,7,30,Active
1000,1000,0,30,Active
2600,2600,0,30,Active
1350,1350,0,30,Active
4298,8987,14,30,Active
2550,2550,0,30,Active
5265,5265,0,13,Active
3115,3115,0,13,Active
4240,5382,7,13,Active
4449,4449,0,13,Active
4440,4440,0,13,Active
3215,3215,0,13,Active
2114,4833,196,13,Write Off
3278,3446,7,13,Active
4026,5859,7,13,Active
4037,4037,0,13,Active
3708,3708,0,13,Active
1115,1125,63,13,Default
1750,1750,0,4,Active
365,508,14,4,Active
906,906,7,4,Active
236,236,0,3,Active
850,850,0,3,Active
236,0,7,3,Active
236,2588,63,5,Default
550,550,0,5,Active
1846,1846,0,5,Active
2000,2000,147,5,Write Off
1912,1912,0,6,Active
2741,5869,14,6,Active
1678,1678,0,6,Active
4930,4930,238,6,Write Off
2363,2363,0,6,Active
1550,1550,0,7,Active
365,365,0,7,Active
2500,2500,7,7,Active
2050,2050,0,7,Active
550,550,0,7,Active
1500,1500,0,7,Active
1025,1025,0,3,Active
365,365,0,3,Active
1915,1915,0,25,Active
2550,2550,0,25,Active
2403,2403,0,25,Active
2615,2615,0,25,Active
2550,2550,0,25,Active
1000,1000,0,25,Active
900,900,0,25,Active
1350,1350,0,25,Active
2115,2115,0,25,Active
400,400,0,25,Active
2473,2473,0,25,Active
230,230,0,25,Active
1347,3300,7,25,Active
2540,2540,0,25,Active
2850,2850,0,25,Active
1052,4278,14,25,Active
3300,6179,14,25,Active
2550,2550,0,25,Active
2593,2972,7,25,Active
2450,2450,0,25,Active
2500,2500,0,25,Active
1750,1750,0,25,Active
9,9,0,25,Active
4276,8019,14,25,Active
2215,2215,0,8,Active
6767,8973,301,8,Write Off
2500,2500,0,8,Active
230,230,0,8,Active
1115,1115,0,8,Active
4115,4115,0,8,Active
2360,2360,0,8,Active
500,500,0,6,Active
2050,2050,0,6,Active
365,365,0,6,Active
450,450,0,6,Active
1550,1550,0,6,Active
730,730,7,14,Active
2920,5551,14,14,Active
6460,6460,0,14,Active
100,100,0,14,Active
2367,2367,0,14,Active
1150,1150,0,14,Active
4815,7116,7,14,Active
4115,4115,0,14,Active
4706,4706,0,14,Active
879,879,0,14,Active
3628,7506,70,14,Default
387,387,0,14,Active
100,100,0,14,Active
1030,1030,0,5,Active
800,2809,7,5,Active
236,236,7,5,Active
540,1059,14,5,Active
1025,1025,0,3,Active
365,365,0,3,Active
365,365,0,5,Active
1000,1000,0,5,Active
500,500,35,5,Default
1300,1300,0,5,Active
365,0,77,1,Default
1150,1150,0,5,Active
365,365,0,5,Active
2550,2550,0,5,Active
1000,1000,0,5,Active
1025,1025,0,8,Active
365,365,0,8,Active
2050,2050,0,8,Active
1523,1523,0,8,Active
2550,3526,7,8,Active
2250,2250,0,8,Active
500,500,0,8,Active
3156,3156,259,4,Write Off
1500,1500,35,4,Default
230,230,0,4,Active
236,236,0,2,Active
966,966,0,3,Active
365,365,0,3,Active
365,365,0,4,Active
1834,1834,0,4,Active
365,365,0,4,Active
1902,1902,0,8,Active
2089,2089,0,8,Active
2615,2619,84,8,Default
5615,5615,0,8,Active
3005,3848,189,8,Write Off
3165,3165,0,8,Active
1115,5350,28,8,Active
3159,1687,14,8,Active
223,223,210,3,Write Off
236,1962,35,3,Default
865,0,49,1,Default
1550,1550,0,10,Active
1350,1350,0,10,Active
1640,1640,0,10,Active
1000,1000,7,10,Active
236,236,0,10,Active
2050,2050,28,10,Active
850,850,0,10,Active
2550,3409,7,10,Active
1750,1750,0,10,Active
365,365,0,2,Active
365,0,0,1,Active
365,365,0,2,Active
236,236,0,9,Active
50,50,0,9,Active
50,50,0,9,Active
2050,2050,0,9,Active
1550,1550,0,9,Active
1000,1000,0,9,Active
143,143,0,9,Active
2012,4455,49,9,Default
365,426,14,4,Active
598,598,0,4,Active
365,365,0,4,Active
1338,1347,28,19,Active
1300,1322,7,19,Active
1047,1047,0,19,Active
1220,2549,7,19,Active
2595,2595,0,19,Active
1720,2931,35,19,Default
236,236,0,19,Active
2040,2040,0,19,Active
2574,2574,0,19,Active
1550,2552,7,19,Active
2450,2450,0,19,Active
1027,1027,0,19,Active
2090,2090,0,19,Active
2510,2510,0,19,Active
1485,1485,0,19,Active
2500,2500,0,19,Active
2550,2550,0,19,Active
1530,2044,7,19,Active
365,365,0,5,Active
1000,1000,21,5,Active
1300,1300,0,5,Active
1350,1350,28,5,Active
2115,2115,0,29,Active
1262,1262,0,29,Active
2087,2087,0,29,Active
2652,2652,0,29,Active
1773,1812,7,29,Active
2468,2468,0,29,Active
2495,2495,0,29,Active
2250,2250,0,29,Active
2728,2728,0,29,Active
1800,1800,0,29,Active
950,950,0,29,Active
1115,1115,7,29,Active
2740,2740,0,29,Active
1000,1000,0,29,Active
2249,2249,28,29,Active
2363,2363,0,29,Active
1250,1250,0,29,Active
2421,4314,7,29,Active
2200,2833,14,29,Active
1868,1868,0,29,Active
550,550,0,29,Active
2325,2325,0,29,Active
3757,3757,0,29,Active
1032,1032,0,29,Active
2626,2626,0,29,Active
1652,2485,7,29,Active
2050,2050,0,29,Active
2086,2086,0,29,Active
365,199,0,1,Active
862,862,189,4,Write Off
0,0,0,4,Active
236,236,0,4,Active
1000,1225,14,8,Active
365,365,0,8,Active
2550,2550,0,8,Active
1050,1050,0,8,Active
1100,1100,0,8,Active
2050,2050,0,8,Active
2298,2298,0,8,Active
230,230,0,3,Active
2500,5069,301,3,Write Off
1300,1300,7,5,Active
1550,1550,35,5,Default
365,365,7,5,Active
1000,1000,0,5,Active
365,365,0,4,Active
500,500,0,4,Active
1025,1025,0,4,Active
1162,1162,0,8,Active
230,230,0,8,Active
57,57,7,8,Active
172,172,70,8,Default
0,0,0,8,Active
885,885,0,8,Active
172,172,7,8,Active
1050,1050,0,6,Active
1600,2435,7,6,Active
1714,2865,7,6,Active
236,236,0,6,Active
1398,1398,0,6,Active
701,2128,14,5,Active
121,317,21,5,Active
928,1226,7,5,Active
365,486,7,5,Active
300,300,0,12,Active
4080,13742,42,12,Default
3592,3941,7,12,Active
2282,2282,0,12,Active
2996,2996,0,12,Active
1514,1514,0,12,Active
2330,7241,56,12,Default
2915,7666,14,12,Active
3208,3208,0,12,Active
5300,5300,0,12,Active
1511,2049,21,12,Active
1000,1000,0,10,Active
2550,2550,0,10,Active
50,50,0,10,Active
236,236,0,10,Active
236,0,0,10,Active
2050,2050,0,10,Active
2550,2550,0,10,Active
200,200,0,10,Active
2550,2550,0,10,Active
2350,2350,0,10,Active
3500,3500,0,17,Active
3518,3518,0,17,Active
50,50,0,17,Active
3615,3615,0,17,Active
3615,3615,0,17,Active
2500,2500,0,17,Active
2115,2115,0,17,Active
3600,3600,0,17,Active
3500,6646,35,17,Default
4615,4615,0,17,Active
3115,3115,0,17,Active
230,230,0,17,Active
919,919,0,17,Active
3100,3100,0,17,Active
3521,3521,0,17,Active
2318,2318,0,17,Active
365,365,0,4,Active
1209,1289,14,4,Active
1000,1000,0,4,Active
1001,970,14,1,Active
365,0,0,1,Active
1330,1330,350,2,Write Off
365,365,0,5,Active
670,718,14,5,Active
1225,1225,0,5,Active
977,977,0,5,Active
236,236,0,2,Active
284,1794,42,5,Default
365,365,0,5,Active
1000,1000,0,5,Active
1250,1965,7,5,Active
365,365,0,4,Active
1365,1365,0,4,Active
290,290,0,4,Active
365,365,0,2,Active
365,365,0,3,Active
365,1237,21,3,Active
365,365,0,10,Active
1300,1300,0,10,Active
1300,1300,0,10,Active
1800,1800,0,10,Active
2550,2550,0,10,Active
2000,2000,0,10,Active
1300,1300,0,10,Active
2550,2550,0,10,Active
2550,2550,0,10,Active
2550,2550,0,33,Active
3065,3065,0,33,Active
3118,3118,0,33,Active
2050,2050,0,33,Active
1550,1550,0,33,Active
3215,3215,0,33,Active
5230,5230,0,33,Active
3600,3600,0,33,Active
2615,2615,0,33,Active
3195,3195,0,33,Active
5021,5021,0,33,Active
1500,1500,0,33,Active
115,4984,7,33,Active
1100,1100,0,33,Active
5100,6870,7,33,Active
2950,2950,0,33,Active
4287,4287,0,33,Active
2600,2600,0,33,Active
3215,3215,0,33,Active
2550,2550,0,33,Active
1615,1615,0,33,Active
2850,2850,0,33,Active
2730,2730,0,33,Active
100,100,0,33,Active
3218,3218,0,33,Active
1550,1550,0,33,Active
1050,1050,0,33,Active
2250,2250,0,33,Active
3115,5149,7,33,Active
2512,2512,0,33,Active
3600,3600,0,33,Active
2500,2500,21,33,Active
365,496,28,2,Active
5115,11414,42,6,Default
2115,2115,0,6,Active
1972,1972,0,6,Active
230,230,0,6,Active
2000,2000,0,6,Active
236,0,0,2,Active
72,72,0,2,Active
365,365,0,2,Active
1385,1385,0,5,Active
2050,2050,7,5,Active
1365,1365,0,5,Active
365,365,0,5,Active
1712,1712,0,18,Active
2550,2550,0,18,Active
2550,2550,0,18,Active
2500,2500,0,18,Active
2550,2550,0,18,Active
2550,2550,0,18,Active
2550,2550,0,18,Active
2550,2550,0,18,Active
2550,2550,0,18,Active
236,236,0,18,Active
1350,1350,0,18,Active
1000,1000,0,18,Active
1550,1550,0,18,Active
2500,2500,0,18,Active
1100,1437,7,18,Active
1750,1750,0,18,Active
2550,2550,0,18,Active
365,365,0,2,Active
4669,8728,7,5,Active
1120,2511,7,5,Active
6538,6538,315,5,Write Off
2480,3290,7,5,Active
1154,1154,21,7,Active
753,1112,98,7,Write Off
1400,3145,14,7,Active
36,36,0,7,Active
36,36,0,7,Active
1250,1250,0,7,Active
36,36,0,3,Active
2050,4557,189,3,Write Off
365,365,0,3,Active
1025,1025,0,3,Active
230,0,0,2,Active
230,578,287,2,Write Off
4270,4270,0,15,Active
6145,6145,0,15,Active
960,960,0,15,Active
7045,16724,14,15,Active
5345,5345,0,15,Active
5230,25074,77,15,Default
15535,15535,0,15,Active
5045,5045,0,15,Active
5410,5410,0,15,Active
2845,2845,0,15,Active
5115,5115,0,15,Active
2845,2845,0,15,Active
10890,10890,0,15,Active
5645,5645,0,15,Active
994,994,0,6,Active
230,132,0,6,Active
0,1287,35,6,Default
1100,4290,21,6,Active
1251,1251,28,6,Active
97,4884,21,6,Active
0,0,0,18,Active
5100,5100,7,18,Active
3615,3615,0,18,Active
4796,4796,0,18,Active
230,230,0,18,Active
2620,2620,0,18,Active
2100,2100,0,18,Active
3600,3600,0,18,Active
118,174,7,18,Active
57,57,0,18,Active
2615,2615,0,18,Active
2115,2115,0,18,Active
3143,3143,0,18,Active
2000,2000,0,18,Active
1627,1627,0,18,Active
3115,3115,0,18,Active
5115,11343,28,18,Active
1365,1365,0,4,Active
365,365,0,4,Active
660,660,0,4,Active
1224,2245,14,5,Active
354,354,0,5,Active
1365,1365,0,5,Active
2050,2050,0,5,Active
365,365,0,2,Active
365,0,7,2,Active
1050,1050,0,8,Active
36,36,0,8,Active
2500,3780,14,8,Active
1268,1268,0,8,Active
2500,2500,0,8,Active
1450,1450,0,8,Active
2750,2750,0,8,Active
365,0,49,1,Default
365,365,0,2,Active
365,233,14,2,Active
131,131,0,2,Active
2600,8154,224,4,Write Off
2075,2075,0,4,Active
236,236,14,4,Active
2600,6891,21,12,Active
2050,6010,14,12,Active
1125,1125,0,12,Active
639,639,0,12,Active
4703,5847,7,12,Active
1300,1300,0,12,Active
5142,5142,0,12,Active
3736,5749,7,12,Active
2430,2430,0,12,Active
2557,2557,0,12,Active
230,230,0,12,Active
50,50,0,4,Active
236,236,70,4,Default
1550,1550,98,4,Write Off
236,0,7,4,Active
1738,1738,0,5,Active
365,0,7,5,Active
365,626,14,5,Active
2300,2300,0,5,Active
2550,2550,0,5,Active
365,0,14,1,Active
236,0,0,3,Active
86,1875,126,3,Write Off
705,705,0,3,Active
3272,3272,0,6,Active
2115,3526,7,6,Active
2730,2572,0,6,Active
5818,5818,0,6,Active
3115,9475,280,6,Write Off
113,113,0,6,Active
993,2296,28,5,Active
489,489,0,5,Active
365,365,0,5,Active
918,918,0,5,Active
365,86,0,2,Active
278,278,63,2,Default
236,236,0,3,Active
850,850,0,3,Active
100,100,0,9,Active
550,550,0,9,Active
2550,2550,0,9,Active
2012,2012,0,9,Active
2950,2950,0,9,Active
50,50,0,9,Active
236,236,0,9,Active
1100,1100,0,9,Active
365,365,0,6,Active
1550,1550,0,6,Active
975,975,0,6,Active
1050,1050,0,6,Active
1050,1050,0,6,Active
236,733,84,3,Default
1853,1853,0,3,Active
1525,1525,0,9,Active
50,50,0,9,Active
1050,1050,0,9,Active
1500,1500,0,9,Active
2550,4116,7,9,Active
1550,1550,0,9,Active
236,638,63,9,Default
2147,2147,0,9,Active
2230,0,357,1,Write Off
1000,1000,0,4,Active
365,365,0,4,Active
1050,1050,0,4,Active
1025,1025,0,3,Active
365,365,0,3,Active
1650,1650,0,4,Active
365,365,0,4,Active
996,996,0,4,Active
1100,1100,0,6,Active
3600,3600,0,6,Active
59,59,0,6,Active
236,236,0,6,Active
4600,7552,224,6,Write Off
1500,1500,0,16,Active
36,36,0,16,Active
2550,2550,0,16,Active
1550,1550,0,16,Active
1350,1350,0,16,Active
2550,2550,0,16,Active
3600,3600,0,16,Active
2550,2550,0,16,Active
250,250,0,16,Active
2900,2900,0,16,Active
2550,2550,0,16,Active
1000,1000,0,16,Active
1750,1750,0,16,Active
2550,2550,0,16,Active
1300,1300,0,16,Active
2526,2526,0,19,Active
50,50,0,19,Active
3001,3001,0,19,Active
3864,3864,0,19,Active
4332,4332,0,19,Active
4475,4475,0,19,Active
4516,4516,0,19,Active
1910,1910,0,19,Active
2500,2500,0,19,Active
2541,2541,0,19,Active
230,230,0,19,Active
2168,2168,0,19,Active
2537,2537,0,19,Active
5118,5118,0,19,Active
2386,2386,0,19,Active
4510,4510,0,19,Active
2050,2050,0,19,Active
3091,3091,0,19,Active
627,627,0,9,Active
2467,6651,56,9,Default
2499,2499,21,9,Active
115,4847,105,9,Write Off
1300,1300,0,9,Active
230,230,0,9,Active
2017,2082,28,9,Active
1539,1571,7,9,Active
1025,1025,0,3,Active
365,365,0,3,Active
236,0,0,2,Active
72,72,0,2,Active
365,0,7,1,Active
236,236,0,3,Active
1100,1100,0,3,Active
1050,1050,0,11,Active
2550,2550,0,11,Active
365,365,0,11,Active
2500,2500,0,11,Active
2525,2525,0,11,Active
1750,1750,0,11,Active
2550,2550,0,11,Active
2550,2550,0,11,Active
2550,2550,0,11,Active
1000,1000,0,11,Active
2209,2209,0,11,Active
400,400,0,11,Active
998,998,0,11,Active
1855,1855,0,11,Active
1720,1720,0,11,Active
1774,1774,0,11,Active
365,365,0,11,Active
365,365,0,11,Active
162,162,0,11,Active
827,827,0,11,Active
1002,1002,0,9,Active
365,412,7,9,Active
1550,1550,0,9,Active
2050,2050,0,9,Active
2550,2550,0,9,Active
2500,2500,0,9,Active
2525,2525,0,9,Active
1550,1550,0,9,Active
200,200,0,5,Active
2350,2350,0,5,Active
1050,1050,0,5,Active
36,36,0,5,Active
236,236,0,2,Active
5129,5249,70,4,Default
0,0,196,4,Write Off
5048,5493,28,4,Active
230,181,7,4,Active
3548,4585,7,5,Active
3887,7065,14,5,Active
3095,7346,21,5,Active
1036,1036,0,5,Active
3825,3825,0,24,Active
2379,2379,0,24,Active
3085,5619,7,24,Active
1115,1115,7,24,Active
3115,3115,0,24,Active
50,1431,35,24,Default
3600,3600,0,24,Active
230,230,0,24,Active
1350,1350,0,24,Active
67,67,0,24,Active
3218,3218,0,24,Active
2615,2615,0,24,Active
110,110,0,24,Active
1300,2187,7,24,Active
3410,3410,0,24,Active
1868,1868,0,24,Active
2373,2373,0,24,Active
3409,7109,7,24,Active
3740,3740,0,24,Active
1162,1162,0,24,Active
1562,1562,0,24,Active
2621,2621,0,24,Active
1500,1500,0,24,Active
365,0,35,1,Default
1000,1000,0,5,Active
365,365,0,5,Active
1550,1550,0,5,Active
3100,3100,0,5,Active
365,365,0,5,Active
1025,1025,0,5,Active
1025,1025,0,5,Active
500,500,0,5,Active
236,236,0,5,Active
800,800,0,5,Active
50,50,0,5,Active
1300,1300,0,5,Active
0,3092,70,6,Default
50,50,0,6,Active
432,432,0,6,Active
236,236,0,6,Active
1050,1050,0,6,Active
230,230,7,10,Active
1436,1436,0,10,Active
2116,4939,28,10,Active
1537,1537,0,10,Active
1350,1350,0,10,Active
1550,3561,14,10,Active
230,0,0,10,Active
2250,2683,7,10,Active
2522,6873,126,10,Write Off
1542,1542,0,10,Active
100,100,0,6,Active
236,236,0,6,Active
179,179,0,6,Active
2550,4920,14,6,Active
300,300,0,6,Active
3141,3141,217,4,Write Off
3100,7658,7,4,Active
2736,2736,0,4,Active
2450,2450,7,25,Active
2400,2400,0,25,Active
2550,2550,0,25,Active
4455,4455,0,25,Active
4100,4100,0,25,Active
2550,2550,0,25,Active
4011,9037,7,25,Active
4469,4469,0,25,Active
3218,3218,0,25,Active
2376,2376,0,25,Active
2500,2500,0,25,Active
3370,4032,28,25,Active
3989,3989,0,25,Active
230,230,0,25,Active
3905,3905,0,25,Active
2280,2280,0,25,Active
3315,3315,0,25,Active
2801,2801,0,25,Active
50,50,0,25,Active
2475,2475,21,25,Active
2500,2500,0,25,Active
4686,4686,0,25,Active
2250,2250,0,25,Active
4615,4615,0,25,Active
2500,2500,0,15,Active
1000,1000,0,15,Active
2550,2550,0,15,Active
1050,1050,0,15,Active
236,236,0,15,Active
2550,2550,0,15,Active
2525,2525,0,15,Active
2550,2550,0,15,Active
2550,2550,0,15,Active
1350,1350,0,15,Active
2550,2550,0,15,Active
1250,1250,0,15,Active
2350,2350,7,15,Active
1750,1750,0,15,Active
365,460,70,2,Default
1000,1000,14,6,Active
546,546,0,6,Active
1050,1231,7,6,Active
1068,2053,14,6,Active
365,365,0,6,Active
365,0,0,6,Active
293,293,0,4,Active
1550,1550,0,4,Active
236,1042,7,4,Active
500,500,0,8,Active
236,1140,21,8,Active
800,800,28,8,Active
2550,2550,0,8,Active
475,475,7,8,Active
1445,1445,0,8,Active
2050,2050,0,8,Active
230,230,0,9,Active
115,115,0,9,Active
236,236,0,9,Active
6115,6720,7,9,Active
4216,4216,0,9,Active
1715,1715,0,9,Active
1745,0,14,9,Active
2190,2190,0,9,Active
3524,3524,0,9,Active
365,365,0,4,Active
1550,1550,0,4,Active
1025,1025,0,4,Active
1000,1119,42,7,Default
1490,1490,0,7,Active
2385,2385,0,7,Active
365,365,0,7,Active
1050,1050,0,7,Active
1085,1085,0,7,Active
2550,2550,0,17,Active
800,800,0,17,Active
1750,1750,0,17,Active
1100,1100,0,17,Active
550,550,0,17,Active
1190,1190,0,17,Active
2550,2550,0,17,Active
2750,3225,7,17,Active
2000,2000,0,17,Active
2550,2550,0,17,Active
1850,1850,0,17,Active
2050,2050,0,17,Active
2050,2050,0,17,Active
236,236,0,17,Active
2550,2550,0,17,Active
1074,1074,0,17,Active
3258,3258,0,9,Active
3115,9691,7,9,Active
3239,3239,0,9,Active
5615,8279,175,9,Write Off
2190,6231,21,9,Active
5080,5080,0,9,Active
1919,1919,0,9,Active
2153,2153,0,9,Active
1550,1550,0,10,Active
1351,1351,0,10,Active
1000,1000,0,10,Active
365,365,0,10,Active
698,698,14,10,Active
1502,1502,0,10,Active
1166,1742,7,10,Active
705,705,0,10,Active
2337,2337,0,10,Active
1025,1025,0,3,Active
365,365,0,3,Active
236,236,0,2,Active
365,365,0,3,Active
865,865,0,3,Active
365,365,0,3,Active
1025,1025,0,3,Active
365,0,77,1,Default
1115,1374,7,15,Active
3007,3007,0,15,Active
1115,1115,0,15,Active
57,57,0,15,Active
2553,2553,0,15,Active
1115,1115,0,15,Active
4115,4115,0,15,Active
57,57,0,15,Active
5171,5171,0,15,Active
2115,2115,0,15,Active
1315,1315,0,15,Active
57,57,0,15,Active
1115,1115,0,15,Active
57,57,0,15,Active
365,365,0,2,Active
279,279,0,3,Active
1644,2211,63,3,Default
681,5897,28,3,Active
624,624,133,5,Write Off
1050,2025,7,5,Active
1050,1050,0,5,Active
236,236,0,5,Active
365,365,0,3,Active
2050,2050,0,3,Active
850,850,0,3,Active
230,0,133,3,Write Off
230,230,0,3,Active
1550,1550,0,5,Active
2050,2050,0,5,Active
236,236,14,5,Active
1100,1100,0,5,Active
1650,1650,0,4,Active
1025,1025,0,4,Active
365,365,0,4,Active
365,365,14,3,Active
1000,1000,0,3,Active
365,0,7,3,Active
2050,2050,0,5,Active
1000,1000,0,5,Active
1025,1025,0,5,Active
